minimum_nights,calculated_host_listings_count,neighbourhood_group,room_type,price
0.7857142857142857,0.0,0.0,0.0,52
0.07142857142857142,0.006211180124223604,0.5,0.0,140
0.0,0.0031055900621118036,0.25,1.0,75
0.0,0.009316770186335404,0.25,0.0,209
0.0,0.0031055900621118036,0.0,1.0,25
1.0,0.027950310559006212,0.0,0.0,41
0.0,0.0,0.25,0.0,99
0.14285714285714285,0.012422360248447204,0.25,0.0,60
0.14285714285714285,0.0,0.0,0.0,45
0.14285714285714285,0.012422360248447204,0.25,0.0,95
0.21428571428571427,0.0,0.25,0.0,1500
0.0,0.012422360248447204,0.25,0.0,100
0.0,0.0,0.0,0.0,30
0.14285714285714285,0.0,0.0,0.5,85
0.07142857142857142,0.0,0.0,0.0,59
0.0,0.006211180124223604,0.5,0.0,53
0.21428571428571427,0.006211180124223604,0.5,1.0,30
0.07142857142857142,0.006211180124223604,0.75,0.0,50
0.0,0.012422360248447204,0.25,0.5,650
0.0,0.0031055900621118036,0.0,0.0,55
0.0,0.012422360248447204,0.5,0.0,54
0.0,0.009316770186335404,0.5,0.0,129
0.07142857142857142,0.0031055900621118036,0.0,0.0,98
0.07142857142857142,0.0,0.5,0.0,58
0.14285714285714285,0.0,0.0,0.0,98
0.0,0.015527950310559004,0.25,0.0,209
0.0,0.012422360248447204,0.25,1.0,85
0.07142857142857142,1.0,0.25,0.5,194
0.0,0.0,0.25,0.0,150
0.0,0.0031055900621118036,0.25,0.5,1100
0.0,0.0,0.25,0.0,86
0.07142857142857142,0.0,0.0,0.0,49
0.14285714285714285,0.0,0.0,0.0,60
0.0,0.006211180124223604,0.5,0.0,49
0.07142857142857142,0.0,0.0,1.0,32
0.07142857142857142,0.0031055900621118036,0.25,0.0,500
0.07142857142857142,0.0,0.0,1.0,25
0.0,0.037267080745341616,0.25,0.5,120
0.07142857142857142,0.0031055900621118036,0.5,0.0,54
1.0,0.07142857142857142,0.25,0.0,73
0.07142857142857142,0.0,0.0,0.0,95
0.07142857142857142,0.0,0.0,0.5,85
0.0,0.04037267080745341,0.5,0.0,135
0.4285714285714286,0.02484472049689441,0.0,0.0,40
0.07142857142857142,0.0,0.0,0.0,49
0.0,0.0031055900621118036,0.5,0.0,120
0.07142857142857142,0.0031055900621118036,0.0,1.0,30
0.07142857142857142,1.0,0.25,0.5,234
0.07142857142857142,0.09006211180124223,0.0,0.0,60
0.14285714285714285,0.02173913043478261,0.25,0.0,799
0.14285714285714285,0.09006211180124223,0.0,1.0,39
0.0,0.0,0.25,0.0,999
0.0,0.0,0.5,0.0,89
0.0,0.009316770186335404,0.25,0.5,650
0.0,0.009316770186335404,0.5,0.0,43
0.0,0.009316770186335404,0.5,0.0,50
0.0,0.031055900621118012,0.0,0.0,55
0.0,0.009316770186335404,0.5,0.0,39
0.14285714285714285,0.015527950310559004,1.0,0.0,60
0.2857142857142857,0.0031055900621118036,0.5,0.0,45
0.0,0.0,0.0,0.5,159
0.0,0.0031055900621118036,0.0,0.0,35
0.14285714285714285,0.0031055900621118036,0.25,0.0,85
0.0,0.0031055900621118036,0.25,1.0,90
0.0,0.0,0.5,0.0,95
0.0,0.009316770186335404,0.0,0.0,45
0.14285714285714285,0.012422360248447204,0.5,0.0,99
0.0,0.0031055900621118036,0.5,0.0,60
0.0,0.0,0.5,0.0,40
0.0,0.006211180124223604,0.0,0.0,50
0.07142857142857142,0.012422360248447204,0.25,1.0,49
0.5714285714285714,0.02173913043478261,0.0,1.0,28
0.07142857142857142,0.009316770186335404,0.0,0.0,80
0.0,0.07763975155279502,0.25,0.0,199
0.07142857142857142,0.0031055900621118036,0.5,0.0,30
0.07142857142857142,1.0,0.25,0.5,463
0.0,0.0,0.0,0.0,120
0.0,0.009316770186335404,0.5,0.0,59
0.0,0.018633540372670804,0.25,0.0,299
0.07142857142857142,0.0031055900621118036,0.5,0.0,40
0.9285714285714286,0.07142857142857142,0.25,1.0,35
0.07142857142857142,0.006211180124223604,0.0,0.0,57
0.0,0.0,0.0,0.0,46
0.07142857142857142,0.0,0.75,0.0,55
0.4285714285714286,0.0,0.0,0.5,155
0.4285714285714286,0.012422360248447204,0.0,0.0,35
0.14285714285714285,0.07142857142857142,0.0,0.0,599
0.0,0.009316770186335404,0.25,0.0,209
0.21428571428571427,0.012422360248447204,0.0,0.5,59
0.14285714285714285,0.02484472049689441,0.0,0.0,30
0.14285714285714285,0.07142857142857142,0.0,0.0,179
0.14285714285714285,0.0031055900621118036,0.25,0.0,99
0.0,0.006211180124223604,0.25,0.0,79
0.07142857142857142,0.13043478260869565,0.25,0.0,62
0.07142857142857142,1.0,0.25,0.5,231
0.07142857142857142,1.0,0.25,0.5,231
0.14285714285714285,0.02173913043478261,0.25,0.0,999
0.07142857142857142,0.018633540372670804,0.25,0.5,718
0.07142857142857142,1.0,0.25,0.5,229
0.9285714285714286,0.07142857142857142,0.25,1.0,35
0.0,0.006211180124223604,0.0,0.0,60
0.14285714285714285,0.07142857142857142,0.0,0.0,179
0.0,0.006211180124223604,0.0,0.0,55
0.0,0.015527950310559004,0.25,0.0,119
0.07142857142857142,0.0,0.0,0.5,129
0.0,0.006211180124223604,0.5,0.0,75
0.14285714285714285,0.006211180124223604,0.5,0.0,64
0.07142857142857142,1.0,0.25,0.5,188
0.0,0.0,0.0,1.0,35
0.4285714285714286,0.02173913043478261,0.0,1.0,20
0.0,0.012422360248447204,0.5,0.0,85
0.4285714285714286,0.012422360248447204,0.0,0.0,90
0.4285714285714286,0.015527950310559004,0.0,1.0,20
0.07142857142857142,0.0031055900621118036,0.25,0.5,400
0.0,0.0,0.0,0.0,74
0.0,0.009316770186335404,0.0,0.0,65
0.0,0.006211180124223604,0.0,0.0,51
0.0,0.027950310559006212,0.25,0.0,450
0.07142857142857142,0.006211180124223604,0.0,0.0,74
0.0,0.0,0.25,0.5,189
0.3571428571428571,0.009316770186335404,0.5,0.0,45
0.07142857142857142,0.0,0.0,0.0,36
0.07142857142857142,0.02484472049689441,0.25,0.5,198
0.0,0.012422360248447204,0.25,0.5,350
0.07142857142857142,0.0,0.0,0.0,350
0.0,0.009316770186335404,0.25,0.0,84
0.07142857142857142,0.0,0.5,0.0,53
0.0,0.012422360248447204,0.5,0.0,55
0.0,0.0,0.25,0.0,100
0.14285714285714285,0.02484472049689441,0.0,0.0,51
0.0,0.012422360248447204,0.5,0.0,45
0.0,0.0031055900621118036,0.5,0.0,60
0.07142857142857142,1.0,0.25,0.5,390
0.0,0.04658385093167701,0.25,0.0,199
0.0,0.0031055900621118036,0.0,0.5,475
0.07142857142857142,0.0,0.0,0.0,55
0.21428571428571427,0.0031055900621118036,0.75,0.5,65
0.0,0.0031055900621118036,0.0,0.0,55
0.0,0.006211180124223604,0.5,0.0,62
0.14285714285714285,0.13664596273291924,0.25,0.5,699
0.0,0.015527950310559004,0.5,0.0,99
0.0,0.0,0.25,0.0,118
0.07142857142857142,0.0,0.5,0.0,39
0.07142857142857142,0.012422360248447204,0.25,1.0,49
0.21428571428571427,0.006211180124223604,0.5,1.0,30
0.0,0.018633540372670804,0.25,0.0,65
0.07142857142857142,0.0,0.5,0.0,70
0.0,0.0031055900621118036,0.0,0.0,69
0.07142857142857142,1.0,0.25,0.5,228
0.07142857142857142,0.009316770186335404,0.0,0.5,155
0.0,0.006211180124223604,0.5,0.0,70
0.0,0.006211180124223604,0.0,0.0,45
0.21428571428571427,0.012422360248447204,0.0,0.5,199
0.14285714285714285,0.006211180124223604,0.75,0.0,33
0.0,0.006211180124223604,0.25,0.0,100
0.07142857142857142,0.0,1.0,0.0,65
0.0,0.0,0.0,0.0,40
0.0,0.0,0.0,0.0,48
0.07142857142857142,0.0,0.5,0.0,45
0.14285714285714285,0.0031055900621118036,0.25,0.0,116
0.07142857142857142,0.06521739130434782,0.0,0.0,36
0.07142857142857142,0.0031055900621118036,0.5,0.0,43
0.07142857142857142,1.0,0.25,0.5,505
0.2857142857142857,0.009316770186335404,0.25,0.0,215
0.0,0.0,0.0,0.0,31
0.3571428571428571,0.0,0.5,0.0,42
0.0,0.0031055900621118036,0.25,1.0,70
0.0,0.0,0.25,0.0,120
0.0,0.0,0.5,0.0,45
0.0,0.009316770186335404,0.5,0.0,50
0.07142857142857142,0.0031055900621118036,0.0,0.0,50
0.0,0.015527950310559004,0.25,0.0,300
0.0,0.037267080745341616,0.25,0.5,137
0.0,0.012422360248447204,0.0,0.5,139
0.14285714285714285,0.0031055900621118036,0.25,0.0,110
0.0,0.02173913043478261,0.0,0.5,2626
0.0,0.0,0.0,1.0,45
0.0,0.0,0.0,0.5,250
0.6428571428571428,0.02173913043478261,0.0,1.0,25
0.0,0.009316770186335404,0.5,0.0,60
0.0,0.0,0.25,1.0,95
0.0,0.006211180124223604,0.0,0.0,75
0.0,0.006211180124223604,0.0,0.0,60
0.07142857142857142,0.0031055900621118036,0.0,0.0,68
0.7857142857142857,0.02173913043478261,0.0,1.0,30
0.07142857142857142,0.02484472049689441,0.25,0.5,240
0.0,0.012422360248447204,0.5,0.0,58
0.0,0.0031055900621118036,0.25,1.0,76
0.14285714285714285,0.0,0.0,0.0,69
0.07142857142857142,1.0,0.25,0.5,228
0.14285714285714285,0.012422360248447204,0.5,0.0,69
0.0,0.006211180124223604,0.25,0.5,249
0.07142857142857142,0.006211180124223604,0.0,0.5,159
0.14285714285714285,0.13664596273291924,0.25,0.5,699
0.14285714285714285,0.012422360248447204,0.25,0.0,80
0.14285714285714285,0.02173913043478261,0.25,0.5,269
0.07142857142857142,0.0,0.0,0.0,75
0.0,0.012422360248447204,0.5,0.0,80
0.0,0.018633540372670804,0.0,0.0,45
0.2857142857142857,0.0,0.0,0.0,40
0.0,0.009316770186335404,0.5,0.0,60
0.0,0.0,0.0,0.0,45
0.14285714285714285,0.02173913043478261,0.25,0.5,269
0.3571428571428571,0.009316770186335404,0.25,0.0,43
0.07142857142857142,0.015527950310559004,0.5,0.0,53
0.0,0.009316770186335404,0.25,1.0,65
0.0,0.02484472049689441,1.0,1.0,45
0.07142857142857142,0.0031055900621118036,0.5,1.0,39
0.0,0.037267080745341616,0.0,1.0,24
0.07142857142857142,0.0,0.5,0.0,37
0.0,0.02484472049689441,0.0,0.0,70
1.0,0.02173913043478261,0.25,0.0,75
0.0,0.009316770186335404,0.0,0.0,48
0.2857142857142857,0.02173913043478261,0.0,1.0,20
0.07142857142857142,0.015527950310559004,0.0,0.0,40
0.21428571428571427,0.009316770186335404,0.75,0.0,32
0.0,0.009316770186335404,0.25,0.5,89
0.07142857142857142,0.0,0.5,0.0,88
0.0,0.0,0.0,0.0,54
0.0,0.0031055900621118036,0.0,0.0,130
0.07142857142857142,0.0,0.0,0.0,45
0.07142857142857142,0.009316770186335404,1.0,0.0,29
0.07142857142857142,1.0,0.25,0.5,244
0.07142857142857142,1.0,0.25,0.5,474
0.07142857142857142,0.02484472049689441,0.25,0.5,672
0.5714285714285714,0.009316770186335404,0.0,0.0,54
0.0,0.006211180124223604,0.5,0.0,42
0.07142857142857142,0.0031055900621118036,0.0,0.0,33
0.07142857142857142,1.0,0.25,0.5,185
0.0,0.0,0.0,0.0,53
0.0,0.0,0.25,0.0,90
0.0,0.0031055900621118036,0.0,0.0,118
0.2857142857142857,0.009316770186335404,0.0,1.0,31
0.0,0.0,0.25,0.0,100
0.0,0.0031055900621118036,0.5,0.0,60
0.07142857142857142,0.006211180124223604,1.0,0.0,90
0.4285714285714286,0.009316770186335404,0.25,0.0,52
0.14285714285714285,0.015527950310559004,1.0,0.0,60
0.0,0.015527950310559004,0.25,0.0,230
0.0,0.037267080745341616,0.25,0.5,131
0.0,0.0031055900621118036,0.25,1.0,75
0.0,0.0031055900621118036,0.0,1.0,40
0.0,0.0,0.0,0.0,45
0.07142857142857142,1.0,0.25,0.5,228
0.0,0.015527950310559004,0.0,0.0,57
0.0,0.08695652173913043,0.0,1.0,119
0.07142857142857142,0.0,0.25,0.5,325
0.3571428571428571,0.006211180124223604,0.5,0.5,298
0.0,0.006211180124223604,0.5,0.0,100
0.14285714285714285,0.13664596273291924,0.25,0.5,699
0.0,0.006211180124223604,0.0,0.0,65
0.0,0.0,0.5,0.0,59
0.21428571428571427,0.0031055900621118036,0.75,0.5,72
0.0,0.015527950310559004,0.25,0.0,250
0.0,0.04658385093167701,0.25,0.0,129
0.0,0.012422360248447204,0.25,0.0,100
0.9285714285714286,0.07142857142857142,0.25,1.0,35
0.07142857142857142,0.037267080745341616,0.0,1.0,30
0.0,0.037267080745341616,0.0,0.0,139
0.07142857142857142,0.0,0.0,0.0,69
0.07142857142857142,0.0,0.0,0.0,65
0.07142857142857142,0.02173913043478261,0.25,0.0,799
0.2857142857142857,0.0,0.25,0.5,300
0.0,0.0,0.0,0.0,48
0.0,0.0,0.25,0.0,152
0.14285714285714285,0.07142857142857142,0.0,0.5,199
0.14285714285714285,0.13043478260869565,0.25,0.5,500
0.0,0.015527950310559004,0.0,1.0,35
0.0,0.012422360248447204,0.0,0.5,139
0.07142857142857142,0.015527950310559004,0.0,0.0,40
0.0,0.0031055900621118036,0.0,0.0,149
0.07142857142857142,1.0,0.25,0.5,228
0.0,0.015527950310559004,0.0,0.5,200
0.5,0.0031055900621118036,0.25,0.0,53
0.07142857142857142,0.0,0.5,0.0,45
0.07142857142857142,0.015527950310559004,0.0,0.0,64
0.07142857142857142,0.0,0.5,0.0,60
0.0,0.08695652173913043,0.0,0.0,119
0.4285714285714286,0.13043478260869565,0.25,0.0,120
0.0,0.015527950310559004,0.25,0.0,72
0.0,0.006211180124223604,0.0,0.0,49
0.14285714285714285,0.006211180124223604,0.0,0.0,75
0.07142857142857142,0.0,0.0,0.0,95
0.0,0.015527950310559004,0.25,0.0,99
0.0,0.0,0.5,1.0,38
0.14285714285714285,0.006211180124223604,0.0,0.5,150
0.14285714285714285,0.0,0.0,0.5,151
0.07142857142857142,0.0,0.0,0.5,125
0.0,0.0031055900621118036,0.25,0.0,80
0.0,0.04037267080745341,0.5,0.0,165
0.07142857142857142,0.0031055900621118036,0.25,0.0,500
0.0,0.006211180124223604,0.0,0.0,69
0.14285714285714285,0.02484472049689441,0.0,0.5,205
0.14285714285714285,0.015527950310559004,0.0,0.0,50
0.0,0.08695652173913043,0.0,0.0,119
0.07142857142857142,0.0,0.5,0.0,50
0.4285714285714286,0.02173913043478261,0.5,0.0,40
0.0,0.0031055900621118036,0.5,0.0,65
0.07142857142857142,1.0,0.25,0.5,396
0.0,0.0031055900621118036,0.25,0.5,225
0.0,0.015527950310559004,0.25,0.0,129
0.07142857142857142,0.0,0.25,0.0,80
0.0,0.009316770186335404,0.0,0.0,95
0.14285714285714285,0.02173913043478261,0.5,1.0,30
0.07142857142857142,0.015527950310559004,0.5,0.0,47
0.0,0.006211180124223604,0.5,0.5,95
0.07142857142857142,0.006211180124223604,0.5,0.0,100
0.0,0.012422360248447204,0.25,0.0,100
0.2857142857142857,0.0031055900621118036,0.5,0.5,199
0.07142857142857142,0.0031055900621118036,0.5,0.0,46
0.0,0.0,0.0,0.0,30
0.0,0.0,0.25,0.0,358
0.07142857142857142,0.0031055900621118036,0.0,1.0,25
0.0,0.0,0.5,0.0,50
0.07142857142857142,0.0,0.5,0.0,57
0.4285714285714286,0.02484472049689441,0.25,0.0,169
0.4285714285714286,0.13043478260869565,0.25,0.0,99
0.0,0.07763975155279502,0.25,0.0,199
0.07142857142857142,0.006211180124223604,0.0,0.0,65
0.07142857142857142,0.09006211180124223,0.0,1.0,39
0.07142857142857142,1.0,0.25,0.5,240
0.0,0.009316770186335404,0.0,0.0,119
0.0,0.0,0.0,0.0,48
0.0,0.07763975155279502,0.25,0.0,199
0.0,0.037267080745341616,0.0,1.0,21
0.0,0.0,0.5,0.0,75
0.0,0.07763975155279502,0.25,0.0,179
0.0,0.006211180124223604,0.25,0.0,150
0.0,0.027950310559006212,0.25,0.0,425
0.0,0.015527950310559004,0.25,0.0,135
0.0,0.009316770186335404,0.25,0.0,100
0.14285714285714285,0.009316770186335404,0.25,0.5,419
0.0,0.012422360248447204,0.5,1.0,30
0.0,0.0,0.5,0.0,45
0.0,0.02173913043478261,0.25,0.0,85
0.0,0.018633540372670804,0.25,0.0,65
0.9285714285714286,0.07142857142857142,0.25,1.0,35
0.0,0.012422360248447204,0.25,0.0,100
0.0,0.0031055900621118036,0.0,0.0,99
0.07142857142857142,0.018633540372670804,0.25,0.5,276
0.0,0.08695652173913043,0.0,0.5,306
0.5,0.0,0.0,0.0,40
0.0,0.015527950310559004,0.25,0.0,250
0.0,0.04037267080745341,0.5,0.0,165
0.0,0.08695652173913043,0.0,0.0,119
0.14285714285714285,0.0,0.0,0.0,98
0.0,0.0,0.0,0.0,35
0.0,0.02173913043478261,0.25,0.0,85
0.0,0.02173913043478261,0.0,0.0,35
0.4285714285714286,0.13043478260869565,0.25,0.0,75
0.4285714285714286,0.012422360248447204,0.0,0.0,40
0.0,0.012422360248447204,0.25,0.0,100
0.07142857142857142,0.0,0.0,0.5,550
0.0,0.0031055900621118036,0.0,0.0,0
0.14285714285714285,0.0,0.0,0.5,285
0.14285714285714285,0.02484472049689441,0.0,0.0,137
0.14285714285714285,0.0031055900621118036,0.25,0.0,136
0.07142857142857142,1.0,0.25,0.5,380
0.07142857142857142,0.02484472049689441,0.25,0.5,240
0.0,0.0,0.5,0.0,65
0.0,0.006211180124223604,0.25,1.0,45
0.0,0.02173913043478261,0.0,0.0,63
0.14285714285714285,0.009316770186335404,0.0,0.0,62
0.0,0.037267080745341616,0.0,1.0,32
0.0,0.0031055900621118036,0.5,0.0,60
0.07142857142857142,0.0,0.25,1.0,299
0.0,0.009316770186335404,0.5,1.0,25
0.0,0.009316770186335404,0.5,0.0,50
0.0,0.0,0.5,0.0,65
0.0,0.006211180124223604,0.0,0.0,75
0.0,0.0,0.25,0.0,80
0.14285714285714285,0.0,0.0,0.0,79
0.21428571428571427,0.012422360248447204,0.0,0.5,459
0.0,0.0,0.0,0.0,48
0.0,0.009316770186335404,0.25,0.0,250
0.0,0.0031055900621118036,0.0,1.0,40
0.0,0.009316770186335404,0.5,0.0,67
0.2857142857142857,0.009316770186335404,0.25,0.0,54
0.0,0.0,0.5,0.0,45
0.21428571428571427,0.0031055900621118036,0.0,0.0,50
0.07142857142857142,1.0,0.25,0.5,228
0.2857142857142857,0.0031055900621118036,0.25,0.0,55
0.0,0.006211180124223604,0.25,0.0,180
0.0,0.0031055900621118036,0.0,0.0,99
0.07142857142857142,1.0,0.25,0.0,256
0.0,0.0031055900621118036,0.0,0.0,75
0.14285714285714285,0.07142857142857142,0.0,0.0,349
0.0,0.009316770186335404,0.25,1.0,65
0.07142857142857142,0.0,0.0,0.0,89
0.0,0.0,0.5,0.0,50
0.0,0.0,0.25,0.0,82
0.4285714285714286,0.13043478260869565,0.25,0.0,55
0.0,0.006211180124223604,0.75,1.0,29
0.9285714285714286,0.07142857142857142,0.25,1.0,32
0.0,0.0031055900621118036,0.0,1.0,39
0.0,0.0031055900621118036,0.5,0.0,42
0.7142857142857143,0.0031055900621118036,0.25,0.0,55
0.2857142857142857,0.015527950310559004,0.0,0.0,40
0.07142857142857142,1.0,0.25,0.5,205
0.0,0.018633540372670804,0.25,1.0,250
0.21428571428571427,0.02173913043478261,0.25,0.0,799
0.07142857142857142,1.0,0.25,0.5,265
0.0,0.018633540372670804,0.0,0.0,40
0.0,0.006211180124223604,0.0,0.0,79
0.0,0.015527950310559004,0.0,0.0,65
0.0,0.0031055900621118036,0.0,0.0,65
0.0,0.006211180124223604,0.0,0.0,79
0.0,0.02173913043478261,0.25,0.5,1145
0.07142857142857142,0.0031055900621118036,0.5,0.0,99
0.0,0.0031055900621118036,0.25,0.0,81
0.14285714285714285,0.009316770186335404,0.0,0.0,75
0.0,0.0,0.0,0.0,295
0.0,0.0,0.25,0.0,80
0.07142857142857142,0.0031055900621118036,0.0,0.0,81
0.0,0.0,0.5,0.0,50
0.07142857142857142,0.0,0.0,0.5,58
0.0,0.0,0.25,0.0,92
0.0,0.018633540372670804,0.0,0.0,319
0.0,0.0,0.5,0.0,45
0.0,0.0,0.25,0.0,75
